   1.0050, -0.4467,  0.0000,
   1.0049, -0.4323,  0.0000,
   1.0048, -0.4178,  0.0000,
   1.0044, -0.4033,  0.0000,
   1.0040, -0.3888,  0.0000,
   1.0034, -0.3743,  0.0000,
   1.0027, -0.3598,  0.0000,
   1.0019, -0.3455,  0.0000,
   1.0010, -0.3312,  0.0000,
   0.9999, -0.3172,  0.0000,
   0.9988, -0.3033,  0.0000,
   0.9975, -0.2896,  0.0000,
   0.9962, -0.2761,  0.0000,
   0.9947, -0.2629,  0.0000,
   0.9932, -0.2500,  0.0000,
   0.9916, -0.2374,  0.0000,
   0.9899, -0.2251,  0.0000,
   0.9882, -0.2131,  0.0000,
   0.9864, -0.2015,  0.0000,
   0.9846, -0.1903,  0.0000,
   0.9827, -0.1794,  0.0000,
   0.9808, -0.1690,  0.0000,
   0.9789, -0.1589,  0.0000,
   0.9770, -0.1492,  0.0000,
   0.9751, -0.1400,  0.0000,
   0.9731, -0.1311,  0.0000,
   0.9712, -0.1227,  0.0000,
   0.9693, -0.1146,  0.0000,
   0.9675, -0.1070,  0.0000,
   0.9656, -0.0997,  0.0000,
   0.9638, -0.0929,  0.0000,
   0.9620, -0.0864,  0.0000,
   0.9603, -0.0803,  0.0000,
   0.9587, -0.0746,  0.0000,
   0.9570, -0.0692,  0.0000,
   0.9555, -0.0641,  0.0000,
   0.9540, -0.0594,  0.0000,
   0.9525, -0.0550,  0.0000,
   0.9511, -0.0509,  0.0000,
   0.9498, -0.0471,  0.0000,
   0.9485, -0.0435,  0.0000,
   0.9473, -0.0402,  0.0000,
   0.9461, -0.0371,  0.0000,
   0.9450, -0.0343,  0.0000,
   0.9440, -0.0317,  0.0000,
   0.9430, -0.0292,  0.0000,
   0.9420, -0.0270,  0.0000,
   0.9411, -0.0249,  0.0000,
   0.9403, -0.0229,  0.0000,
   0.9394, -0.0211,  0.0000,
   0.9386, -0.0194,  0.0000,
   0.9379, -0.0177,  0.0000,
   0.9371, -0.0161,  0.0000,
   0.9363, -0.0146,  0.0000,
   0.9355, -0.0130,  0.0000,
   0.9347, -0.0115,  0.0000,
   0.9339, -0.0099,  0.0000,
   0.9330, -0.0082,  0.0000,
   0.9320, -0.0064,  0.0000,
   0.9310, -0.0045,  0.0000,
   0.9298, -0.0025,  0.0000,
   0.9284, -0.0001,  0.0000,
   0.9269,  0.0024,  0.0000,
   0.9251,  0.0053,  0.0000,
   0.9231,  0.0086,  0.0000,
   0.9208,  0.0123,  0.0000,
   0.9180,  0.0166,  0.0000,
   0.9149,  0.0214,  0.0000,
   0.9112,  0.0270,  0.0000,
   0.9069,  0.0333,  0.0000,
   0.9019,  0.0405,  0.0000,
   0.8961,  0.0487,  0.0000,
   0.8894,  0.0580,  0.0000,
   0.8816,  0.0685,  0.0000,
   0.8727,  0.0805,  0.0000,
   0.8625,  0.0939,  0.0000,
   0.8508,  0.1090,  0.0000,
   0.8375,  0.1259,  0.0000,
   0.8224,  0.1446,  0.0000,
   0.8055,  0.1654,  0.0000,
   0.7864,  0.1883,  0.0000,
   0.7653,  0.2133,  0.0000,
   0.7418,  0.2405,  0.0000,
   0.7162,  0.2698,  0.0000,
   0.6882,  0.3011,  0.0000,
   0.6580,  0.3343,  0.0000,
   0.6257,  0.3692,  0.0000,
   0.5916,  0.4055,  0.0000,
   0.5558,  0.4429,  0.0000,
   0.5187,  0.4810,  0.0000,
   0.4807,  0.5193,  0.0000,
   0.4421,  0.5576,  0.0000,
   0.4034,  0.5952,  0.0000,
   0.3651,  0.6320,  0.0000,
   0.3274,  0.6674,  0.0000,
   0.2908,  0.7012,  0.0000,
   0.2557,  0.7331,  0.0000,
   0.2222,  0.7630,  0.0000,
   0.1906,  0.7907,  0.0000,
   0.1611,  0.8162,  0.0000,
   0.1337,  0.8394,  0.0000,
   0.1084,  0.8604,  0.0000,
   0.0852,  0.8794,  0.0000,
   0.0641,  0.8963,  0.0000,
   0.0450,  0.9114,  0.0000,
   0.0278,  0.9247,  0.0000,
   0.0123,  0.9365,  0.0000,
