0.0537156
910.673
200000
1
1
0.20895
1
0.961327
1
1
1
1
1
1
1
0.816497
-0.408234
-0.408263
0
0
0
0.816497
-0.408235
-0.408262
0
0
0
0.816497
-0.408249
-0.408248
0
0
0
0.816497
-0.408248
-0.408248
0
0
0
2.32E-05
