   0.8165,  0.0000,  0.8165,  0.0000
   0.8164,  0.0062,  0.8164,  0.0062
   0.8163,  0.0124,  0.8163,  0.0124
   0.8161,  0.0188,  0.8161,  0.0188
   0.8158,  0.0251,  0.8158,  0.0251
   0.8154,  0.0315,  0.8154,  0.0315
   0.8150,  0.0380,  0.8150,  0.0380
   0.8145,  0.0445,  0.8145,  0.0445
   0.8139,  0.0511,  0.8139,  0.0511
   0.8132,  0.0577,  0.8132,  0.0577
   0.8125,  0.0644,  0.8125,  0.0644
   0.8116,  0.0711,  0.8116,  0.0711
   0.8107,  0.0779,  0.8107,  0.0779
   0.8097,  0.0847,  0.8097,  0.0847
   0.8086,  0.0916,  0.8086,  0.0916
   0.8074,  0.0985,  0.8074,  0.0985
   0.8061,  0.1055,  0.8061,  0.1055
   0.8047,  0.1126,  0.8047,  0.1126
   0.8033,  0.1197,  0.8033,  0.1197
   0.8017,  0.1268,  0.8017,  0.1268
   0.8001,  0.1340,  0.8001,  0.1340
   0.7983,  0.1412,  0.7983,  0.1412
   0.7965,  0.1485,  0.7965,  0.1485
   0.7945,  0.1558,  0.7945,  0.1558
   0.7925,  0.1632,  0.7925,  0.1632
   0.7904,  0.1707,  0.7904,  0.1707
   0.7882,  0.1782,  0.7882,  0.1782
   0.7859,  0.1857,  0.7859,  0.1857
   0.7835,  0.1933,  0.7835,  0.1933
   0.7810,  0.2009,  0.7810,  0.2009
   0.7784,  0.2086,  0.7784,  0.2086
   0.7757,  0.2163,  0.7757,  0.2163
   0.7729,  0.2241,  0.7729,  0.2241
   0.7701,  0.2319,  0.7701,  0.2319
   0.7671,  0.2398,  0.7671,  0.2398
   0.7641,  0.2477,  0.7641,  0.2477
   0.7609,  0.2556,  0.7609,  0.2556
   0.7577,  0.2637,  0.7577,  0.2637
   0.7544,  0.2717,  0.7544,  0.2717
   0.7510,  0.2799,  0.7510,  0.2799
   0.7475,  0.2880,  0.7475,  0.2880
   0.7439,  0.2962,  0.7439,  0.2962
   0.7402,  0.3045,  0.7402,  0.3045
   0.7364,  0.3128,  0.7364,  0.3128
   0.7326,  0.3212,  0.7326,  0.3212
   0.7286,  0.3296,  0.7286,  0.3296
   0.7246,  0.3381,  0.7246,  0.3381
   0.7204,  0.3467,  0.7204,  0.3467
   0.7162,  0.3552,  0.7162,  0.3552
   0.7119,  0.3639,  0.7119,  0.3639
   0.7075,  0.3726,  0.7075,  0.3726
   0.7030,  0.3814,  0.7030,  0.3814
   0.6985,  0.3902,  0.6985,  0.3902
   0.6938,  0.3990,  0.6938,  0.3990
   0.6890,  0.4080,  0.6890,  0.4080
   0.6841,  0.4170,  0.6841,  0.4170
   0.6792,  0.4260,  0.6792,  0.4260
   0.6741,  0.4351,  0.6741,  0.4351
   0.6689,  0.4442,  0.6689,  0.4442
   0.6636,  0.4534,  0.6636,  0.4534
   0.6582,  0.4627,  0.6582,  0.4627
   0.6527,  0.4720,  0.6527,  0.4720
   0.6471,  0.4813,  0.6471,  0.4813
   0.6413,  0.4907,  0.6413,  0.4907
   0.6354,  0.5001,  0.6354,  0.5001
   0.6294,  0.5096,  0.6294,  0.5096
   0.6233,  0.5191,  0.6233,  0.5191
   0.6170,  0.5286,  0.6170,  0.5286
   0.6105,  0.5381,  0.6105,  0.5381
   0.6039,  0.5476,  0.6039,  0.5476
   0.5971,  0.5571,  0.5971,  0.5571
   0.5902,  0.5667,  0.5902,  0.5667
   0.5830,  0.5761,  0.5830,  0.5761
   0.5757,  0.5856,  0.5757,  0.5856
   0.5682,  0.5950,  0.5682,  0.5950
   0.5605,  0.6044,  0.5605,  0.6044
   0.5527,  0.6136,  0.5527,  0.6136
   0.5446,  0.6228,  0.5446,  0.6228
   0.5362,  0.6319,  0.5362,  0.6319
   0.5277,  0.6409,  0.5277,  0.6409
   0.5189,  0.6497,  0.5189,  0.6497
   0.5100,  0.6583,  0.5100,  0.6583
   0.5008,  0.6668,  0.5008,  0.6668
   0.4913,  0.6751,  0.4913,  0.6751
   0.4817,  0.6832,  0.4817,  0.6832
   0.4718,  0.6910,  0.4718,  0.6910
   0.4617,  0.6986,  0.4617,  0.6986
