   0.8165,  0.0000,  0.8165,  0.0000
   0.8163,  0.0124,  0.8163,  0.0124
   0.8158,  0.0251,  0.8158,  0.0251
   0.8150,  0.0380,  0.8150,  0.0380
   0.8139,  0.0511,  0.8139,  0.0511
   0.8125,  0.0644,  0.8125,  0.0644
   0.8107,  0.0779,  0.8107,  0.0779
   0.8086,  0.0916,  0.8086,  0.0916
   0.8061,  0.1055,  0.8061,  0.1055
   0.8033,  0.1197,  0.8033,  0.1197
   0.8001,  0.1340,  0.8001,  0.1340
   0.7965,  0.1485,  0.7965,  0.1485
   0.7925,  0.1632,  0.7925,  0.1632
   0.7882,  0.1782,  0.7882,  0.1782
   0.7835,  0.1933,  0.7835,  0.1933
   0.7784,  0.2086,  0.7784,  0.2086
   0.7729,  0.2241,  0.7729,  0.2241
   0.7671,  0.2398,  0.7671,  0.2398
   0.7609,  0.2556,  0.7609,  0.2556
   0.7544,  0.2717,  0.7544,  0.2717
   0.7475,  0.2880,  0.7475,  0.2880
   0.7402,  0.3045,  0.7402,  0.3045
   0.7326,  0.3212,  0.7326,  0.3212
   0.7246,  0.3381,  0.7246,  0.3381
   0.7162,  0.3552,  0.7162,  0.3552
   0.7075,  0.3726,  0.7075,  0.3726
   0.6985,  0.3902,  0.6985,  0.3902
   0.6890,  0.4080,  0.6890,  0.4080
   0.6792,  0.4260,  0.6792,  0.4260
   0.6689,  0.4442,  0.6689,  0.4442
   0.6582,  0.4627,  0.6582,  0.4627
   0.6471,  0.4813,  0.6471,  0.4813
   0.6354,  0.5001,  0.6354,  0.5001
   0.6233,  0.5191,  0.6233,  0.5191
   0.6105,  0.5381,  0.6105,  0.5381
   0.5971,  0.5571,  0.5971,  0.5571
   0.5830,  0.5761,  0.5830,  0.5761
   0.5682,  0.5950,  0.5682,  0.5950
   0.5527,  0.6136,  0.5527,  0.6136
   0.5362,  0.6319,  0.5362,  0.6319
   0.5189,  0.6497,  0.5189,  0.6497
   0.5008,  0.6668,  0.5008,  0.6668
   0.4817,  0.6832,  0.4817,  0.6832
   0.4617,  0.6986,  0.4617,  0.6986
   0.4409,  0.7130,  0.4409,  0.7130
   0.4193,  0.7262,  0.4193,  0.7262
   0.3970,  0.7382,  0.3970,  0.7382
   0.3741,  0.7490,  0.3741,  0.7490
   0.3507,  0.7586,  0.3507,  0.7586
   0.3270,  0.7669,  0.3270,  0.7669
   0.3031,  0.7741,  0.3031,  0.7741
   0.2791,  0.7802,  0.2791,  0.7802
   0.2551,  0.7854,  0.2551,  0.7854
   0.2312,  0.7896,  0.2312,  0.7896
   0.2075,  0.7932,  0.2075,  0.7932
   0.1840,  0.7960,  0.1840,  0.7960
   0.1609,  0.7983,  0.1609,  0.7983
   0.1380,  0.8001,  0.1380,  0.8001
   0.1156,  0.8015,  0.1156,  0.8015
   0.0935,  0.8024,  0.0935,  0.8024
   0.0717,  0.8031,  0.0717,  0.8031
   0.0504,  0.8035,  0.0504,  0.8035
   0.0294,  0.8037,  0.0294,  0.8037
